,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
139,Front Desk Volunteer,New Moms,"New Moms is a nonprofit headquartered on the west side, serving the Chicago metropolitan area. We work to interrupt the generational...",False,True,False,False,True,False,False,True,False,False,False
140,Service Day Transportation Volunteer,CHICAGO BRIDGE PROJECT,"On the SECOND Saturday of the month we gather in Logan Square and prepare food, clothing and other comfort items to share with our...",False,True,False,False,False,False,False,False,False,False,False
141,Service Day Morning Volunteer,CHICAGO BRIDGE PROJECT,"On the second Saturday of the month we gather in Logan Square and prepare food, clothing and other comfort items to share with our...",False,True,False,False,False,False,False,False,False,False,False
142,Service Day Afternoon Volunteer- Garfield Park,CHICAGO BRIDGE PROJECT,"On the SECOND Saturday of the month we gather in Logan Square and prepare food, clothing and other comfort items to share with our...",False,True,False,False,False,False,False,False,False,False,False
143,"Moving Volunteers, Painters, Laying tile, Cleaning, Pulling up carpet, etc.",SisterHouse,SisterHouse is seeking volunteers to assist in covering overnight weekday & weekend shifts.,False,True,False,False,False,False,False,True,False,False,False
144,Be a Friend - Become a Safe House Hostess,WINGS Program,"The WINGS domestic violence Safe House has capacity for up to 45 women and children a night. In addition to shelter, we provide...",False,True,True,False,False,False,False,True,False,False,False
145,IVC Seeks Active Seniors for the Chicago Area,Ignatian Volunteer Corps,"Active Senior? Eager to ""give something back?"" The Ignatian Volunteer Corps is accepting volunteers (age 50 ) to work with the...",False,True,False,False,False,False,True,False,False,False,False
146,Safe House Kids Group Assistant - Chicago Metro,WINGS Program,"Title : Kid’s Group Assistant Location: WINGS Domestic Violence Safe House, which is in an undisclosed location in the South...",False,True,True,False,False,False,False,False,False,False,False
147,Safe House Lobby Volunteer - Chicago Metro,WINGS Program,Description: - Ensure the safety of the Safe House by allowing only appropriate people to enter the Safe House. Lobby volunteer utilizes...,False,True,True,False,False,False,False,False,False,False,False
148,Chicago birthday enthusiasts needed!!,The Birthday Party Project,Come help us spread JOY!!! We throw MAGICAL birthday parties for the kids at the Primo Center for Women and Children on the 3rd Sunday of...,False,True,False,False,True,False,False,False,False,False,False
149,Cooking Instructor Volunteer,Sarah's Circle,We are looking for one volunteer to help out in our kitchen once a month by leading a cooking class with our clients. Food prepared will...,False,True,False,False,False,False,False,False,True,False,False
150,"Help meet the most immediate needs of homeless women, be a program volunteer!",Sarah's Circle,Description Assist program staff in meeting the most immediate needs of clients by: Greeting everyone who enters the facility and...,False,True,False,False,False,False,False,True,False,False,False
151,Lunch Provider Team,Housing Forward,LUNCH TEAM (up to 5 people) Housing Forward is seeking individuals or a small group to provide lunch service to our shelter clients at...,False,True,False,False,False,False,False,False,True,False,False
152,2nd Shift Volunteer Team - Overnight (10:30pm - 5:00am),Housing Forward,Team of 2 Individuals Overnight Team: 10:30pm - 2:00am and 2:00am - 5:30am Overnight Shelter 2nd Shift Responsibilities: Site Security...,False,True,False,False,False,False,False,False,True,False,False
153,3rd Shift Site Captain,Housing Forward,"5:00 AM to 7:30 AM once a week through May, 2019 Volunteer responsibilities: Coordinate and oversee both breakfast and 3rd shift...",False,True,False,False,False,False,False,False,True,False,False
154,1st Shift Volunteer Team  (6:30 pm - 10:30 pm),Housing Forward,Volunteer team (Minimum of 4 individuals) *Teams can sign up for more than one date Volunteers in the Shelter will work cooperatively...,False,True,False,False,False,False,False,False,True,False,False
155,3rd Shift Volunteer Team,Housing Forward,Third shift (Morning) team of 4 individuals needed to support our shelter morning operations once a week. *Teams are welcome to sign up...,False,True,False,False,False,False,False,False,True,False,False
156,Breakfast Provider Team,Housing Forward,BREAKFAST TEAM (minimum of 4 people) Housing Forward is seeking teams of at least 4 individuals to provide breakfast service to our...,False,True,False,False,False,False,False,False,True,False,False
157,Warehouse Assistants,Habitat for Humanity Chicago ReStore,"Assisting Habitat team with processing of donations, cleaning and testing items. Other tasks as needed.",False,True,False,False,False,False,False,False,False,False,False
158,Volunteer Grant Writers Needed,OPEN ARMS MINISTRY,"Position: Grant Writer Open Arms is actively recruiting volunteers who are passionate about combating poverty, championing at-risk...",False,True,False,False,False,False,False,False,False,False,False
159,Marketing & Communications Volunteers Needed,OPEN ARMS MINISTRY,Role: Marketing and Communications Committee Member Mission: Open Arms Ministry supports and partners with those struggling with...,False,True,False,False,False,False,False,False,False,False,False
160,Philanthropy Managers,OPEN ARMS MINISTRY,"Position: Philanthropy Manager Open Arms is actively recruiting volunteers who are passionate about combating poverty, championing...",False,True,False,False,False,False,False,False,False,False,False
161,Homeless Drop In Support Needed,OPEN ARMS MINISTRY,Role: Drop-In Support Mission: Open Arms Drop-In provides basic relief services to individuals struggling with homelessness or at risk of...,False,True,False,False,False,False,False,False,False,False,False
162,Make a Difference by Mentoring Youth in Englewood,Chicago HOPES for Kids,"Did you know that approximately 18,000 Chicago Public School students were identified as homeless during the 2016-2017 academic school...",False,True,False,False,True,False,True,False,False,False,False
163,Volunteer with The Salvation Army's Social Services Help Desk,The Salvation Army Metro Chicago,Do you want to help others? The Salvation Army is looking for a compassionate and detail-minded volunteer who is comfortable talking with...,False,True,False,False,True,False,False,False,False,False,False
164,Lakeview Pantry Receptionists Needed!,Lakeview Pantry,Receptionists Volunteer Opportunity Thank you for your interest in volunteering with Lakeview Pantry. Lakeview Pantry sees thousands of...,False,True,False,False,False,False,False,False,False,False,False
165,Pick up donations for local food pantry!,Lakeview Pantry,We are looking for dedicated volunteers to help us out at Lakeview Pantry. Our volunteers can drive or assist in our cargo van to pick up...,False,True,False,False,False,False,False,False,False,False,False
